smiles,logbb,name,source
CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,-0.1,"rofecoxib, vioxx",B3DB(CC0)
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I,-0.1,iodoantipyrine,B3DB(CC0)
CC1=C(N=C(C(=N1)C)C)C,-0.1,"2,3,5,6-tetramethylpyrazine",B3DB(CC0)
C(C(Cl)Cl)Cl,-0.1,vinyltrichloride,B3DB(CC0)
C1CC(N(C1)S(=O)(=O)C2=CC3=C(C=C2)C=CN3)CCN4CCC(CC4)OC5=CC=C(C=C5)Cl,-0.1,sb 656104a,B3DB(CC0)
C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO,-0.1,59468-90-5,B3DB(CC0)
CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,-0.09,84379-13-5,B3DB(CC0)
CC(C)(C)OC(=O)C1=C2[C@@H]3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,-0.09,bretazenil,B3DB(CC0)
CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC(=C4)Br,-0.09,bretazenil,B3DB(CC0)
CC1(NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F)O,-0.07,1-hydroxymidazolam,B3DB(CC0)
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,-0.07,primidone,B3DB(CC0)
CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,-0.07,vinblastine,B3DB(CC0)
COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,-0.07,tetrahydropalmatine,B3DB(CC0)
CC=C,-0.06,propene,B3DB(CC0)
CCCCC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,-0.06,5-allyl-1-methyl-5-(1-methylpentyl)barbituric acid,B3DB(CC0)
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-0.06,l-hyoscyamine,B3DB(CC0)
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-0.06,atropine,B3DB(CC0)
CCOC1=CC=CC=C1C(=O)N,-0.05,ethenzamide,B3DB(CC0)
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)[18F],-0.05,56924-65-3,B3DB(CC0)
CC1=CC(=O)N(N1C)C2=CC=C(C=C2)F,-0.05,4-fluoroantipyrine,B3DB(CC0)
C1C2CNCC1C3=CC=C(C(=O)N3C2)Br,-0.05,bromocytisine,B3DB(CC0)
C1C2CNC(C1C3=CC=CC(=O)N3C2)Br,-0.05,3-bromocytisine,B3DB(CC0)
C1[C@@H]2CNC([C@H]1C3=CC=CC(=O)N3C2)Br,-0.05,3-bromocytisine,B3DB(CC0)
CCNCC1=CC=C(C=C1)C(=O)NC2=NN(C(=C2)C)CC3=C(C=CC(=C3)Cl)OCC(C)C,-0.05,compound-4h,B3DB(CC0)
CO[C@@H](C(N1C(C=CC(C)=C2)=C2N=C1C(C)(O)C)CC3)CN3CC4CC5=CC=C(C#N)C=C5C4,-0.05,compound-10,B3DB(CC0)
CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC(=CC=C4)OCCN5CCCC5,-0.05,chembl534947,B3DB(CC0)
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,-0.05,thalidomide,B3DB(CC0)
CC1=CN=C(S1)N=C(N)N,-0.04,ici 17148,B3DB(CC0)
CC1=CSC(=N1)N=C(N)N,-0.04,"b-038, ici17148",B3DB(CC0)
CC1=NC=C(N1)C2=CSC(=N2)N=C(N)N,-0.04,zaltidine,B3DB(CC0)
O,-0.04,water,B3DB(CC0)
C1OC2=C(O1)C=C(C=C2)O,-0.04,sesamol,B3DB(CC0)
C1CCC2=NN=NN2CC1,-0.03,pentylenetetrazole (metrazole),B3DB(CC0)
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=N[C@@H]2O)C4=CC=CC=C4F,-0.03,zinc13282290,B3DB(CC0)
C1CN(CCC1C2=CC=CC=C2)CCCC3=NC4=C(C=CC=C4Cl)C(=O)N3,-0.03,compound-5d,B3DB(CC0)
CCCCO,-0.02,1-butanol,B3DB(CC0)
C(=C(F)F)Cl,-0.02,"1-chloro-2,2-difluoroethylene",B3DB(CC0)
C1CN(CCC1CNC2=CC=CC=N2)C(=O)OCC3=CC=CC=C3,-0.02,chembl218017,B3DB(CC0)
C1CCN(CC1)CC2=CC(=CC=C2)OCCCO,-0.02,bbcpd22 (ranitidine analog) skb34 (propanol33npiperidinylmethylp henoxy),B3DB(CC0)
CC1=C(C=CC(=C1)F)C2CC(CCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C(=O)C,-0.01,414910-27-3,B3DB(CC0)
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,-0.01,simvastatin,B3DB(CC0)
CCCC(=O)C,-0.01,2-pentanone,B3DB(CC0)
CCCN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=C(C=C4)Br,-0.01,bpsp,B3DB(CC0)
CCNC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)OC,-0.01,atevirdine,B3DB(CC0)
C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O,-0.01,fluoromisonidazole,B3DB(CC0)
C1=CN(C(=N1)[N+](=O)[O-])CC(COCF)O,-0.01,"misonidazole,fluoro",B3DB(CC0)
C1CNC(=NC1)NCCCNCC2CCC3=CC=CC=C3O2,-0.01,alniditan dihydrochloride,B3DB(CC0)
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,0.0,alprazolam,B3DB(CC0)
C,0.0,methane,B3DB(CC0)
C=CCC(C1=CC=CC=C1C2=NOC3=CC=CC=C32)N,0.0,198968-25-1,B3DB(CC0)
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,0.0,testosterone,B3DB(CC0)
CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,0.0,dronabinol,B3DB(CC0)
CCOC(=O)C,0.0,ethyl acetate,B3DB(CC0)
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,0.0,dl-morphan,B3DB(CC0)
CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,0.0,levorphanol,B3DB(CC0)
COC(=O)[C@H]1[C@@H](C)CC(=CC1=O)Nc2ccc(Cl)cc2,0.0,dm5,B3DB(CC0)
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,0.0,aminophenazone,B3DB(CC0)
CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,0.0,129618-40-2,B3DB(CC0)
C1=CC=C2C(C3=CC=CC=C3C=CC2=C1)C(=O)N,0.0,citenamide,B3DB(CC0)
C1CO1,0.01,oxirane,B3DB(CC0)
CCCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.02,"5-ethyl-5-heptyl-1,3-
diazinane-2,4,6-trione",B3DB(CC0)
CO,0.02,methanol,B3DB(CC0)
N#N,0.03,nitrogen,B3DB(CC0)
[Ar],0.03,argon,B3DB(CC0)
[N-]=[N+]=O,0.03,nitrous oxide,B3DB(CC0)
NN,0.03,nitrogen,B3DB(CC0)
CC(C)CCO,0.04,3-methyl-1-butanol (isopentanol),B3DB(CC0)
CCC(C)CO,0.04,2-methyl-1-butanol,B3DB(CC0)
CCC(CC(=O)N)(C1=CC=CC=C1)O,0.04,hepp (beta-ethyl-beta-hydroxybenzenepropanamide) (3-hydroxy-3-phenylpentamide),B3DB(CC0)
C(=C/Cl)\Cl,0.04,"trans-1,2-dichloroethylene",B3DB(CC0)
CCC1(CNC(=O)NC1=O)CCC(C)C,0.04,"5-ethyl-5-isopentyl-5,6-dihydropyrimidine-2,4(1h,3h)-dione",B3DB(CC0)
CC(C)(C)/[N+](=C\C1=CC=CC=C1)/[O-],0.05,phenyl-n-tert-butylnitrone (cid 10313352),B3DB(CC0)
CC(C)(C)[N+](=CC1=CC=CC=C1)[O-],0.05,phenyl-n-tert-butylnitrone,B3DB(CC0)
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.05,procaine,B3DB(CC0)
CN1CCC(CC1)N2C(=O)C=CC(=N2)C3=C4C=CC=CN4N=C3C5=CC=CC=C5,0.06,compound 32,B3DB(CC0)
CN1CN=C2C1C(=O)N(C(=O)N2)C,0.06,paraxanthine,B3DB(CC0)
CN1C=NC2C1C(=O)N(C(=O)N2)C,0.06,paraxanthine,B3DB(CC0)
CCC(C)(C)O,0.07,amylene-hydrate (tertiary-amyl alcohol),B3DB(CC0)
C1CN(CCC12C(=O)NCN2C3=CC=C(C=C3)Br)CCCC(=O)C4=CC=C(C=C4)F,0.07,p-bromospiperone,B3DB(CC0)
CC(C)N1CCC(CC1)COC2=NC(=NC(=C2C(=O)NC)NCC3CCC4(CCC4)CC3)C#N,0.08,irie-16a,B3DB(CC0)
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,0.08,"1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate",B3DB(CC0)
Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(OCC)c2)ccc1C(CC(C)C)=O,0.08,cube-8,B3DB(CC0)
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,0.08,nimodipine,B3DB(CC0)
C(C(Cl)(Cl)Cl)F,0.08,"1,1,1-trichloro-2-fluoroethane",B3DB(CC0)
CCCC1(C(=O)NC(=O)NC1=O)CC,0.09,"5-propyl-5-ethyl barbituric acid (5-ethyl-5-propyl-1,3-diazinane-2,4,6-trione)",B3DB(CC0)
CCCCCC1(C(=O)NC(=O)NC1=O)CC,0.09,5-ethyl-5-pentylbarbituric acid,B3DB(CC0)
CCN(CC)CCCC(=O)C1=CC(=C(C=C1OC)N)Cl,0.09,1-(4-amino-5-chloro-2-methoxyphenyl)-4-(diethylamino)butan-1-one,B3DB(CC0)
COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,0.09,mppf,B3DB(CC0)
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,0.1,1622-62-4,B3DB(CC0)
CN1C=NC2=C1C(=O)N(C(=O)N2)C,0.1,paraxanthine,B3DB(CC0)
C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,0.1,eserine,B3DB(CC0)
C1=CC(=C(C=C1O)C(=O)O)[O-],0.1,"2,5-dihydroxybenzoic acid",B3DB(CC0)
CC(C)(C)C#C/C=C/C[NH+](C)CC1=CC=CC2=CC=CC=C21,0.1,terbinafine,B3DB(CC0)
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCC3CC4C=C)O,0.1,quinidine (quinine),B3DB(CC0)
C=COCC(F)(F)F,0.1,fluoromar,B3DB(CC0)
CC1(CN(C(=O)NC1=O)C)C2=CCCCC2,0.1,schembl15974503,B3DB(CC0)
C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,0.1,naproxen,B3DB(CC0)
C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,0.1,zolantidine; 41,B3DB(CC0)
CC(C)(C)O,0.11,tert-butylalcohol,B3DB(CC0)
CC1=CC(=NN1C2=CC(=C(C=C2)OC)CNC3CCCNC3C4=CC=CC=C4)C,0.11,pfizer compound 20,B3DB(CC0)
CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,0.11,oxycodone,B3DB(CC0)
C[N+]1=C2C3C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3,0.11,dehydroevodiamine,B3DB(CC0)
CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC5=C(C=C4)OCC(=O)N5C,0.11,chembl246597,B3DB(CC0)
C1C=NC(N1)NC2=C(C=CC=C2Cl)Cl,0.11,184886-95-1,B3DB(CC0)
C(C(F)(F)F)(OC(F)F)F,0.11,desflurane (suprane),B3DB(CC0)
C1=C2C=NN(C2=CC(=C1Cl)Cl)CCN,0.11,"2-(5,6-dichloroindazol-1-yl)ethanamine",B3DB(CC0)
CCCOC(=O)C,0.12,propyl acetate ,B3DB(CC0)
C=COCCCCOC=C,0.12,3891-33-6,B3DB(CC0)
C(=C/F)\O/C=C/F,0.13,s111,B3DB(CC0)
C1CN(CCC1CNC2=CC=NC=C2)C(=O)OCC3=CC=CC=C3,0.13,chembl219060,B3DB(CC0)
C1CN(CCC1NC2=CC(=O)OC3=C2C=C(C=C3)Cl)C/C=C/C4=CC=CC=C4,0.13,mchr antagonist 2',B3DB(CC0)
CCN(CC)CCNC(=O)C1=CC(=C(C=C1)N)Cl,0.14,declopramide,B3DB(CC0)
CC1=CC(=NN1CC2=C(C=CC(=C2)Cl)OCC3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)CNC,0.15,compound-10b,B3DB(CC0)
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,0.15,"2,4-dichlorophenoxyacetic acid",B3DB(CC0)
CC1=CC(=C(C=C1)C)C,0.16,"1,2,4-trimethylbenzene",B3DB(CC0)
C1CN=C(N1)NC2=C(C=C(C=C2)Cl)Cl,0.16,st 363,B3DB(CC0)
C1CC(=O)N(C1)CCCCN2CCN(CC2)C3=NC=CC(=C3)C(F)(F)F,0.16,org13011,B3DB(CC0)
CCC(C)(C)OC,0.17,tert-amylmethylether,B3DB(CC0)
C1=CC(=CC=C1C(F)(F)F)Cl,0.17,4-chlorobenzotrifluoride,B3DB(CC0)
CC1=CC(=NN=C1N2CCN(CC2)C3=NC=CC=N3)C4=CC=CC=C4,0.18,minozac free base,B3DB(CC0)
CCOC1=CC=C(C=C1)C2=NN3C(=C2C4=CC=C(C=C4)S(=O)(=O)C)C=CC=N3,0.18,gw406381,B3DB(CC0)
O=S1(c2ccccc2C(N1CCCCN[C@H]3CCc4ccccc4O3)=O)=O,0.18,repinotan,B3DB(CC0)
CCCCC1(C(=O)NC(=O)NC1=O)CC,0.19,5-butyl-5-ethyl barbituric acid (butethal),B3DB(CC0)
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)C,0.2,sulforidazine,B3DB(CC0)
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,0.2,secobarbital,B3DB(CC0)
CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC=C,0.2,secobarbital,B3DB(CC0)
CCCCCO,0.2,1-pentanol,B3DB(CC0)
CN(C)CC1=CC=CC=C1SC2=C(C=C(C=C2)F)N,0.2,chembl190860,B3DB(CC0)
CN1CC2=C3C4C(CC(C=C4C1)O)OC3=C(C=C2)OC,0.2,schembl10031243,B3DB(CC0)
C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,0.2,"ptk-787, vatalanib",B3DB(CC0)
[C@@H](C(OC(F)F)(F)F)(F)Cl,0.2,(r)-enflurane,B3DB(CC0)
[Ne],0.2,7440-01-9,B3DB(CC0)
CCOC(C)(C)C,0.22,ethyl t-butyl ether,B3DB(CC0)
CC1(C2=CC=CC=C2C(S1)(CCCNC)C3=CC=CC=C3)C,0.22,talsupram,B3DB(CC0)
CN1CC[C@]23CCCC[C@@H]2[C@H]1CC4=C3C=C(C=C4)OC,0.22,dextromethorphan,B3DB(CC0)
C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4O3,0.22,"b-066, skb-42",B3DB(CC0)
CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,0.23,scopolamine,B3DB(CC0)
CN1C2CC(CC1C3C2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4,0.23,scopolamide (scopolamine),B3DB(CC0)
CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC=C(C=C4)OCCN5CCCC5,0.23,compound 14b,B3DB(CC0)
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,0.23,pyrene,B3DB(CC0)
CCCCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.24,5-octyl-5-ethyl barbituric acid,B3DB(CC0)
COC1=C(C=C(C=C1)N2C(=NN=N2)C(F)(F)F)CNC3CCCNC3C4=CC=CC=C4,0.24,"gr 205171, vofopitant",B3DB(CC0)
CCCN(CCC)CCC1=CC2=C(C=C1)NC(=O)C2,0.25,chembl368590,B3DB(CC0)
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,0.26,spiperone,B3DB(CC0)
CCCN1CCOC2C1CCC3=C2C=C(C=C3)O,0.26,"(+)-4-propyl- 3,4,4a,5,6,10b-hexahydro- 2h-naphtho[1,2-b][1,4]oxazin-9-ol",B3DB(CC0)
C(C(F)(F)F)(F)Br,0.27,teflurane,B3DB(CC0)
Nc1c2c(NC(C)C(c3ccccc3)=N2)cc(CC(OCC)=O)n1,0.27,nsc 350386,B3DB(CC0)
CCOC(=O)C1=CC=C(C=C1)N,0.27,ethyl 4-aminobenzoate (benzocaine),B3DB(CC0)
C(C(F)Br)C(F)(F)F,0.27,lin_train_55,B3DB(CC0)
CCCCOC(=O)C,0.28,butyl acetate,B3DB(CC0)
CC1CN2C3=C(CN1CC=C(C)C)C=C(C=C3NC2=S)Cl,0.28,r82913,B3DB(CC0)
C1C=NC(C)=C1CC(C2=O)CCc3n(C)c(c4c23)cccc4,0.28,ondansetron,B3DB(CC0)
C1=CC(=C(C=C1Cl)Cl)/C(=C/N2C=NC=N2)/Cl,0.28,loreclezole,B3DB(CC0)
CC(C)(C)C1=NC(=CC(=N1)N2CCN(CC2)CCCSC3=NC=CC(=O)N3)C(F)(F)F,0.3,364079-69-6,B3DB(CC0)
CCC(C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C,0.3,sb-222200,B3DB(CC0)
CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,0.3,66104-22-1,B3DB(CC0)
CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,0.3,pergolide,B3DB(CC0)
CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C,0.3,sb222200,B3DB(CC0)
CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,0.3,minaprine,B3DB(CC0)
CC1=CC(=NN1CC2=C(C=CC(=C2)Cl)OCC(C)C)NC(=O)C3=CC=C(C=C3)CN4CCCC4,0.3,chembl481689,B3DB(CC0)
CC1=CN(C=N1)C2=CC=CC(=C2)NC3=NC=NC4=C3CCC5=CC=CC=C54,0.3,fr260010,B3DB(CC0)
C(OC(C(F)(F)F)C(F)(F)F)F,0.3,sevoflurane,B3DB(CC0)
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,0.3,riluzole,B3DB(CC0)
C=C,0.3,ethylene,B3DB(CC0)
CCCCN1CC2CC3=CC(=C(C=C3C2C1)OC)OC.Cl,0.31,ar-1d9859,B3DB(CC0)
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,0.32,357-70-0,B3DB(CC0)
CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,0.32,galanthamine,B3DB(CC0)
Cc(n1)sc(c12)cc(OC(C)C)c(c2)CNC(CCCN3)C3c4ccccc4,0.32,163257-88-3,B3DB(CC0)
C1CC(NC1)C2=CN=CC=C2,0.32,494-97-3,B3DB(CC0)
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,0.32,hydrocodone,B3DB(CC0)
CC1=CN(N=C1)C2CCN(CC2)C3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,0.32,antihistamine-1,B3DB(CC0)
C1C(C2=CC=CC=C2CN1)O,0.32,4-oh-tiq,B3DB(CC0)
C1C[C@H](NC1)C2=CN=CC=C2,0.32,494-97-3,B3DB(CC0)
C1CN=C(N1)NC2=C(C=CC=C2Br)Br,0.33,4205-93-0,B3DB(CC0)
C(C(Cl)(Cl)Cl)Cl,0.33,1.1.1.2-tetrachloroethane,B3DB(CC0)
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.34,lidocaine,B3DB(CC0)
C(C(Cl)Br)C(F)(F)F,0.35,lin_train_45,B3DB(CC0)
FC(F)(F)CCC(Cl)Br,0.35,"4-bromo-4-chloro-1,1,1- trifluoro-butane",B3DB(CC0)
CCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.36,5-hexyl-5-ethyl barbituric acid,B3DB(CC0)
CCOC(=O)NC1=NC(=C2C(=C1)NCC(=N2)CN(C)C3=CC=C(C=C3)OC)N,0.36,nsc 269416,B3DB(CC0)
CC(C)(C)OC,0.36,tert-butylmethylether,B3DB(CC0)
COC1=C(C=C(C=C1)C2=NC=CS2)CNC3CCCNC3C4=CC=CC=C4,0.36,161499-49-6,B3DB(CC0)
CC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2[C@H]4CNCCO4,0.36,chembl1935441,B3DB(CC0)
CC1=NC(=C2CCN(C2=N1)C3=C(C=C(C=C3)Cl)Cl)N4C=CC(=N4)C(F)(F)F,0.36,compound-4fi,B3DB(CC0)
C1CC(=CC1N2CCC(CC2)C3=CC=CC=C3)C4=NC5=C(C=CC=C5Cl)C(=O)N4,0.36,compound-s16d,B3DB(CC0)
CNC(=O)C1=C(N=C(N=C1OCC2CCN(CC2)C)C#N)NCC3CCC4(CCC4)CC3,0.37,chembl515025,B3DB(CC0)
COC1=CC=CC=C1CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3,0.37,135095-42-0,B3DB(CC0)
C(=C(Cl)Cl)(Cl)Cl,0.37,tetrachloroethylene,B3DB(CC0)
CC(C)(C)NCC(COC1=CC=CC=C1C#N)O,0.38,bunitrolol,B3DB(CC0)
Clc1ccc(Cl)c(c1)[NH+]=C2NCCN2,0.38,tz-11,B3DB(CC0)
C1CCN(CC1)CCN2C(=O)C=CC(=N2)C3=C4C=CC=CN4N=C3C5=CC=CC=C5,0.38,141060-39-1,B3DB(CC0)
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,0.39,betaxolol,B3DB(CC0)
COC1=CC2=C(C(=C1)CNC3CCCNC3C4=CC=CC=C4)OCC2,0.39,l015600,B3DB(CC0)
C1C2C(CN1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,0.39,128915-56-0,B3DB(CC0)
[H]C12c3cc(Cl)ccc3Oc4ccccc4C1([H])CNCC2,0.39,"b-106, org30526",B3DB(CC0)
C1C[C@H](CNC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,0.39,chembl1935437,B3DB(CC0)
FS(F)(F)(F)(F)F,0.4,elegas,B3DB(CC0)
CC1=CC=CC=C1C,0.4,xylene,B3DB(CC0)
CC(C)OC(=O)C,0.4,isopropyl acetate,B3DB(CC0)
O=C1CCC2=C(CC(C)C3C2CCC4C3CCC4(O)C#C)C1,0.4,tibolone,B3DB(CC0)
CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,0.4,tibolone,B3DB(CC0)
C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O,0.4,tibolone,B3DB(CC0)
CCCCCOC(=O)C,0.4,pentyl acetate,B3DB(CC0)
CC(C)OC1=C(C=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3,0.41,pfizer compound 11,B3DB(CC0)
C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,0.41,sparfloxacin,B3DB(CC0)
C1CN=C(N1)NC2=C(C=C(C=C2Cl)Br)Cl,0.41,tz-21,B3DB(CC0)
CCCCOC(=O)C1=CC=C(C=C1)N,0.42,butyl 4-aminobenzoate (butamben),B3DB(CC0)
COC1=CC(=C(C=C1)C=C2CCCN=C2C3=CN=CC=C3)OC,0.42,148372-04-7,B3DB(CC0)
CC(C)(C)C1=CC=CC=C1,0.43,tert-butylbenzene,B3DB(CC0)
CN(C)C1=C2C3=C(C(=O)N(C=N3)N4CCCCCC4)SC2=NC=C1,0.43,869802-58-4,B3DB(CC0)
CN1CCC[C@H](C1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,0.43,chembl1095819,B3DB(CC0)
C1=CC(=C(C=C1C(=O)NC2=CN=C(C=C2)Cl)F)F,0.44,ica-27243,B3DB(CC0)
C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC=CS3,0.44,chebi: 338961,B3DB(CC0)
CC(C)COC(=O)C,0.45,isobutyl acetate,B3DB(CC0)
C=CC1=CC=CC=C1,0.45,styrene,B3DB(CC0)
CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,0.46,propoxyphene,B3DB(CC0)
CN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4,0.46,n-methylspiperone,B3DB(CC0)
CC(C)(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3,0.46,147116-67-4,B3DB(CC0)
C1CN=C(N1)NC2=C(C=C(C=C2Cl)Cl)Cl,0.47,21571-08-4,B3DB(CC0)
CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,0.48,pk 11195,B3DB(CC0)
CC1=NC2=C(S1)C=C(C(=C2)CNC3CCCNC3C4=CC=CC=C4)OC,0.48,pfizer compound 17,B3DB(CC0)
CC(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3,0.48,pfizer compound 1,B3DB(CC0)
CCN(CC)CC1=CC2=C(CC(CC2)N3CCN(CC3=O)CCC4=CC=C(C=C4)F)C=C1,0.48,chembl506480,B3DB(CC0)
C1CN(CCN1)C2=C(C=CC3=C2C=CN3S(=O)(=O)C4=CC(=CC=C4)Cl)Cl,0.48,chembl193400,B3DB(CC0)
C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,0.48,"9h-pyrido[3,4-b]indole",B3DB(CC0)
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,0.49,pyrimethamine,B3DB(CC0)
CC1=NC2=C(O1)C=C(C(=C2)CNC3CCCNC3C4=CC=CC=C4)OC,0.49,pfizer compound 19,B3DB(CC0)
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,0.5,mirtazapine,B3DB(CC0)
